mojombo,grit,1
wycats,merb-core,1
rubinius,rubinius,1
mojombo,god,1
vanpelt,jsawesome,0
wycats,jspec,1
defunkt,exception_logger,1
defunkt,ambition,1
technoweenie,restful-authentication,1
collectiveidea,clear_empty_attributes,1
technoweenie,attachment_fu,1
collectiveidea,css_naked_day,1
topfunky,bong,0
collectiveidea,imap_authenticatable,1
collectiveidea,random_finders,1
Caged,microsis,1
collectiveidea,with_action,1
collectiveidea,graticule,1
jredville,blog,1
